2020-10-04,Community Sticker Capsule 1,19.85
2020-10-04,Skill Groups Capsule,4.59
2020-10-04,Sugarface Capsule,4.54
2020-10-04,Pinups Capsule,4.82
2020-10-04,Feral Predators Capsule,4.8
2020-10-04,Collectible Pins Capsule Series 3,45.93
2020-10-04,Berlin 2019 Returning Challengers (Holo-Foil),15.4
2020-10-04,Berlin 2019 Legends (Holo-Foil),15.91
2020-10-04,Berlin 2019 Minor Challengers Autograph Capsule,6.83
2020-10-04,Sticker Capsule,4.06
2020-10-04,Autograph Capsule | Team Liquid | MLG Columbus 2016,32.6
2020-10-04,Autograph Capsule | Team EnVyUs | MLG Columbus 2016,21.99
2020-10-04,Autograph Capsule | SK Gaming | Atlanta 2017,17.86
2020-10-04,Autograph Capsule | Natus Vincere | Cologne 2015,18.7
2020-10-04,Autograph Capsule | HellRaisers | Atlanta 2017,20
2020-10-04,Bestiary Capsule,4.82
2020-10-04,Community Capsule 2018,4.62
2020-10-04,Halo Capsule,4.59
2020-10-04,Perfect World Sticker Capsule 1,4.79
2020-10-04,Slid3 Capsule,4.57
2020-10-04,Sticker Capsule 2,52.8
2020-10-04,Half-Life: Alyx Collectible Pins Capsule,45.8
2020-10-04,Berlin 2019 Returning Challengers Autograph Capsule,7.73
2020-10-04,Berlin 2019 Legends Autograph Capsule,8.54
2020-10-04,Berlin 2019 Minor Challengers (Holo-Foil),12.25
2020-10-04,CS20 Sticker Capsule,4.63
2020-10-04,Half-Life: Alyx Sticker Capsule,4.51
2020-10-04,Team Roles Capsule,4.68
2020-10-04,Enfu Sticker Capsule,4.69
2020-10-04,Collectible Pins Capsule Series 1,47.44
2020-10-04,Boston 2018 Returning Challengers Autograph Capsule,38.94
2020-10-04,Boston 2018 Minor Challengers with Flash Gaming Autograph Capsule,40.28
2020-10-04,Collectible Pins Capsule Series 2,47.18
2020-10-04,Perfect World Sticker Capsule 2,4.78
2020-10-04,Krakow 2017 Legends Autograph Capsule,64.5
2020-10-04,Autograph Capsule | Group C (Foil) | Cologne 2015,65.95
2020-10-04,London 2018 Minor Challengers Autograph Capsule,17.96
2020-10-04,London 2018 Returning Challengers Autograph Capsule,22.69
2020-10-04,Krakow 2017 Challengers Autograph Capsule,53.77
2020-10-04,Autograph Capsule | Virtus.Pro | Cluj-Napoca 2015,13.75
2020-10-04,Autograph Capsule | Virtus.Pro | Cologne 2015,16
2020-10-04,Autograph Capsule | Team EnVyUs | Cologne 2015,11
2020-10-04,Autograph Capsule | Fnatic | MLG Columbus 2016,16.81
2020-10-04,Autograph Capsule | Fnatic | Cluj-Napoca 2015,15.67
2020-10-04,Autograph Capsule | Virtus.Pro | Atlanta 2017,15.3
2020-10-04,Autograph Capsule | Flipsid3 Tactics | MLG Columbus 2016,18.03
2020-10-04,Autograph Capsule | FaZe Clan | MLG Columbus 2016,18.78
2020-10-04,Autograph Capsule | Team Kinguin | Cologne 2015,14.3
2020-10-04,Autograph Capsule | Flipsid3 Tactics | Cologne 2015,18.78
2020-10-04,Autograph Capsule | Virtus.Pro | MLG Columbus 2016,18.9
2020-10-04,Autograph Capsule | Gambit Gaming | MLG Columbus 2016,19.49
2020-10-04,Autograph Capsule | SK Gaming | Cologne 2016,18
2020-10-04,Autograph Capsule | Ninjas in Pyjamas | Cologne 2016,19.83
2020-10-04,Autograph Capsule | Natus Vincere | MLG Columbus 2016,19.18
2020-10-04,Autograph Capsule | Virtus.Pro | Cologne 2016,21.12
2020-10-04,Autograph Capsule | Natus Vincere | Cluj-Napoca 2015,20.91
2020-10-04,Autograph Capsule | Luminosity Gaming | MLG Columbus 2016,22.48
2020-10-04,Autograph Capsule | Fnatic | Atlanta 2017,25.88
2020-10-04,Autograph Capsule | Team Liquid | Cologne 2016,28.32
2020-10-04,Autograph Capsule | Team Liquid | Cluj-Napoca 2015,28.1
2020-10-04,Autograph Capsule | Cloud9 G2A | Cologne 2015,19.2
2020-10-04,Autograph Capsule | Titan | Cologne 2015,31.68
2020-10-04,Autograph Capsule | Natus Vincere | Cologne 2016,26.78
2020-10-04,Autograph Capsule | Fnatic | Cologne 2016,28.16
2020-10-04,Autograph Capsule | G2 Esports | Cologne 2016,45.15
2020-10-04,Autograph Capsule | Team EnVyUs | Cologne 2016,65.6
2020-10-04,Autograph Capsule | Group D (Foil) | Cologne 2015,73.05
2020-10-04,Autograph Capsule | Natus Vincere | Atlanta 2017,97.4
2020-10-04,Katowice 2019 Legends Autograph Capsule,21.99
2020-10-04,Katowice 2019 Returning Challengers Autograph Capsule,23.96
