2020-08-21,Autograph Capsule | Group B (Foil) | Cologne 2015,54.99
2020-08-21,Skill Groups Capsule,4.77
2020-08-21,Collectible Pins Capsule Series 3,48.73
2020-08-21,Berlin 2019 Returning Challengers (Holo-Foil),19.45
2020-08-21,Sticker Capsule,4.46
2020-08-21,Chicken Capsule,4.77
2020-08-21,Katowice 2019 Legends Autograph Capsule,29.24
2020-08-21,Team Roles Capsule,4.88
2020-08-21,Half-Life: Alyx Sticker Capsule,4.74
2020-08-21,Sticker Capsule 2,57
2020-08-21,Community Sticker Capsule 1,24.28
2020-08-21,Berlin 2019 Legends Autograph Capsule,8.68
2020-08-21,Berlin 2019 Returning Challengers Autograph Capsule,7.97
2020-08-21,Berlin 2019 Minor Challengers Autograph Capsule,7.03
2020-08-21,Bestiary Capsule,4.89
2020-08-21,Halo Capsule,4.94
2020-08-21,Perfect World Sticker Capsule 2,4.85
2020-08-21,London 2018 Returning Challengers Autograph Capsule,20.6
2020-08-21,London 2018 Minor Challengers Autograph Capsule,18.96
2020-08-21,London 2018 Legends Autograph Capsule,25.77
2020-08-21,Boston 2018 Returning Challengers Autograph Capsule,43.5
2020-08-21,Sugarface Capsule,4.84
2020-08-21,CS20 Sticker Capsule,4.65
2020-08-21,Berlin 2019 Legends (Holo-Foil),18.78
2020-08-21,Berlin 2019 Minor Challengers (Holo-Foil),14.26
2020-08-21,Pinups Capsule,5.25
2020-08-21,Community Capsule 2018,5.36
2020-08-21,Enfu Sticker Capsule,4.87
2020-08-21,Krakow 2017 Legends Autograph Capsule,90.88
2020-08-21,Collectible Pins Capsule Series 2,51.15
2020-08-21,Katowice 2019 Returning Challengers Autograph Capsule,28.19
2020-08-21,Slid3 Capsule,4.87
2020-08-21,Boston 2018 Attending Legends Autograph Capsule,37.08
2020-08-21,Feral Predators Capsule,4.85
2020-08-21,Perfect World Sticker Capsule 1,4.66
2020-08-21,Autograph Capsule | Ninjas in Pyjamas | Cologne 2016,20
2020-08-21,"Warhammer 40,000 Sticker Capsule",4.81
2020-08-21,Boston 2018 Minor Challengers with Flash Gaming Autograph Capsule,42.5
2020-08-21,Half-Life: Alyx Collectible Pins Capsule,48.64
2020-08-21,Collectible Pins Capsule Series 1,46.89
2020-08-21,Katowice 2019 Minor Challengers Autograph Capsule,19.62
2020-08-21,Krakow 2017 Challengers Autograph Capsule,77.39
2020-08-21,Autograph Capsule | Group C (Foil) | Cologne 2015,55
2020-08-21,Autograph Capsule | Team SoloMid | Cologne 2015,21
2020-08-21,Autograph Capsule | Team EnVyUs | Cologne 2015,19.69
2020-08-21,Autograph Capsule | Virtus.Pro | Cluj-Napoca 2015,13.99
2020-08-21,Autograph Capsule | Flipsid3 Tactics | MLG Columbus 2016,33.99
2020-08-21,Autograph Capsule | Cloud9 G2A | Cologne 2015,27.49
2020-08-21,Autograph Capsule | Legends (Foil) | MLG Columbus 2016,94.8
2020-08-21,Autograph Capsule | Gambit Gaming | Cologne 2016,69
2020-08-21,Autograph Capsule | Fnatic | Cologne 2016,28.78
2020-08-21,Autograph Capsule | Astralis | MLG Columbus 2016,43.51
2020-08-21,Autograph Capsule | G2 Esports | Cologne 2016,66.56
2020-08-21,Autograph Capsule | Ninjas in Pyjamas | Cologne 2015,9.5
2020-08-21,Autograph Capsule | Titan | Cologne 2015,35.9
2020-08-21,Autograph Capsule | Luminosity Gaming | Cologne 2015,36
2020-08-21,Autograph Capsule | Group D (Foil) | Cologne 2015,89.09
2020-08-21,Autograph Capsule | Legends (Foil) | Cologne 2016,210
2020-08-21,Autograph Capsule | Group A (Foil) | Cologne 2015,49.99
2020-08-21,Autograph Capsule | Natus Vincere | MLG Columbus 2016,20.8
2020-08-21,Autograph Capsule | Fnatic | Cluj-Napoca 2015,23
2020-08-21,Autograph Capsule | Titan | Cluj-Napoca 2015,32.94
2020-08-21,Boston 2018 Minor Challengers Autograph Capsule,840
2020-08-21,Autograph Capsule | Team EnVyUs | Cluj-Napoca 2015,17.79
2020-08-21,Autograph Capsule | Cloud9 | Cluj-Napoca 2015,38.76
2020-08-21,Autograph Capsule | Fnatic | Cologne 2015,15.42
