2020-09-12,Berlin 2019 Minor Challengers (Holo-Foil),13.31
2020-09-12,Berlin 2019 Minor Challengers Autograph Capsule,7.04
2020-09-12,Perfect World Sticker Capsule 1,5.1
2020-09-12,Skill Groups Capsule,4.9
2020-09-12,Sticker Capsule,4.48
2020-09-12,Collectible Pins Capsule Series 3,50.31
2020-09-12,Krakow 2017 Legends Autograph Capsule,79.2
2020-09-12,Berlin 2019 Returning Challengers Autograph Capsule,7.86
2020-09-12,Half-Life: Alyx Sticker Capsule,4.56
2020-09-12,CS20 Sticker Capsule,4.58
2020-09-12,Pinups Capsule,4.94
2020-09-12,Halo Capsule,4.86
2020-09-12,Berlin 2019 Legends Autograph Capsule,8.35
2020-09-12,Sticker Capsule 2,51.7
2020-09-12,Community Sticker Capsule 1,22.6
2020-09-12,Berlin 2019 Returning Challengers (Holo-Foil),15.39
2020-09-12,Berlin 2019 Legends (Holo-Foil),16.5
2020-09-12,Slid3 Capsule,4.72
2020-09-12,Perfect World Sticker Capsule 2,4.87
2020-09-12,Community Capsule 2018,4.66
2020-09-12,Feral Predators Capsule,4.76
2020-09-12,Enfu Sticker Capsule,5.14
2020-09-12,Bestiary Capsule,4.78
2020-09-12,Krakow 2017 Challengers Autograph Capsule,63.6
2020-09-12,Autograph Capsule | Team Kinguin | Cologne 2015,19.79
2020-09-12,Autograph Capsule | Team EnVyUs | Cologne 2015,14.53
2020-09-12,Boston 2018 Minor Challengers with Flash Gaming Autograph Capsule,37.9
2020-09-12,Katowice 2019 Legends Autograph Capsule,24.9
2020-09-12,Team Roles Capsule,4.79
2020-09-12,Autograph Capsule | Natus Vincere | Atlanta 2017,117.7
2020-09-12,Autograph Capsule | Ninjas in Pyjamas | Cologne 2015,11.77
2020-09-12,Autograph Capsule | Virtus.Pro | Cologne 2015,18.22
2020-09-12,Autograph Capsule | Team SoloMid | Cologne 2015,13.7
2020-09-12,Autograph Capsule | Fnatic | Cologne 2015,11.56
2020-09-12,Autograph Capsule | Flipsid3 Tactics | Cologne 2015,20.28
2020-09-12,Autograph Capsule | Counter Logic Gaming | Cologne 2015,19.7
2020-09-12,Autograph Capsule | mousesports | Cologne 2015,25.19
2020-09-12,Autograph Capsule | Team Immunity | Cologne 2015,21.9
2020-09-12,Autograph Capsule | Natus Vincere | Cologne 2015,20.44
2020-09-12,Autograph Capsule | Luminosity Gaming | MLG Columbus 2016,24.29
2020-09-12,Autograph Capsule | Titan | Cologne 2015,28.78
2020-09-12,Autograph Capsule | Team Liquid | MLG Columbus 2016,36.12
2020-09-12,Autograph Capsule | Renegades | Cologne 2015,29.8
2020-09-12,Autograph Capsule | Luminosity Gaming | Cologne 2015,30.58
2020-09-12,Autograph Capsule | Cloud9 G2A | Cologne 2015,25.1
2020-09-12,Katowice 2019 Minor Challengers Autograph Capsule,18.63
2020-09-12,Katowice 2019 Returning Challengers Autograph Capsule,22.8
2020-09-12,London 2018 Minor Challengers Autograph Capsule,16
2020-09-12,Collectible Pins Capsule Series 1,49.09
2020-09-12,London 2018 Legends Autograph Capsule,28
2020-09-12,Boston 2018 Attending Legends Autograph Capsule,34.89
2020-09-12,Sugarface Capsule,4.82
2020-09-12,Autograph Capsule | OpTic Gaming | Atlanta 2017,23
2020-09-12,Autograph Capsule | Team EnVyUs | Atlanta 2017,24
2020-09-12,Chicken Capsule,4.68
2020-09-12,Boston 2018 Returning Challengers Autograph Capsule,39.9
2020-09-12,Boston 2018 Minor Challengers Autograph Capsule,769
2020-09-12,"Warhammer 40,000 Sticker Capsule",4.67
2020-09-12,Half-Life: Alyx Collectible Pins Capsule,47.93
2020-09-12,London 2018 Returning Challengers Autograph Capsule,19
2020-09-12,Autograph Capsule | Group B (Foil) | Cologne 2015,63.9
2020-09-12,Autograph Capsule | Vexed Gaming | Cluj-Napoca 2015,19.9
2020-09-12,Autograph Capsule | Ninjas in Pyjamas | Cluj-Napoca 2015,13.77
2020-09-12,Autograph Capsule | Legends (Foil) | Cluj-Napoca 2015,74.87
2020-09-12,Autograph Capsule | Flipsid3 Tactics | Cluj-Napoca 2015,22.8
2020-09-12,Autograph Capsule | Counter Logic Gaming | Cluj-Napoca 2015,14.9
2020-09-12,Autograph Capsule | Virtus.Pro | Cluj-Napoca 2015,11.59
2020-09-12,Autograph Capsule | Team Liquid | Cluj-Napoca 2015,28.69
2020-09-12,Autograph Capsule | Group C (Foil) | Cologne 2015,79.18
2020-09-12,Autograph Capsule | Group A (Foil) | Cologne 2015,56.26
2020-09-12,Autograph Capsule | Cloud9 | Cluj-Napoca 2015,32.82
2020-09-12,Collectible Pins Capsule Series 2,50.08
2020-09-12,Autograph Capsule | Group D (Foil) | Cologne 2015,93.58
2020-09-12,Autograph Capsule | Team EnVyUs | Cluj-Napoca 2015,15.99
2020-09-12,Autograph Capsule | Ninjas in Pyjamas | MLG Columbus 2016,15
2020-09-12,Autograph Capsule | Fnatic | MLG Columbus 2016,20
2020-09-12,Autograph Capsule | Natus Vincere | Cluj-Napoca 2015,23.55
2020-09-12,Autograph Capsule | Legends (Foil) | MLG Columbus 2016,91.8
2020-09-12,Autograph Capsule | mousesports | Atlanta 2017,27.99
2020-09-12,Autograph Capsule | Team Liquid | Cologne 2016,46.55
2020-09-12,Autograph Capsule | Challengers (Foil) | Atlanta 2017,240.5
2020-09-12,Autograph Capsule | Legends (Foil) | Atlanta 2017,350
2020-09-12,Autograph Capsule | Titan | Cluj-Napoca 2015,27.57
2020-09-12,Autograph Capsule | Splyce | MLG Columbus 2016,25
2020-09-12,Autograph Capsule | G2 Esports | Cluj-Napoca 2015,16
2020-09-12,Autograph Capsule | Flipsid3 Tactics | Atlanta 2017,20
2020-09-12,Autograph Capsule | FaZe Clan | Atlanta 2017,24
2020-09-12,Autograph Capsule | Astralis | Atlanta 2017,35.81
2020-09-12,Autograph Capsule | SK Gaming | Atlanta 2017,17.99
2020-09-12,Autograph Capsule | Challengers (Foil) | Cluj-Napoca 2015,170
2020-09-12,Autograph Capsule | Ninjas in Pyjamas | Cologne 2016,26.66
