2020-09-17,Krakow 2017 Legends Autograph Capsule,75.82
2020-09-17,CS20 Sticker Capsule,4.87
2020-09-17,Perfect World Sticker Capsule 1,5.04
2020-09-17,Perfect World Sticker Capsule 2,4.86
2020-09-17,Katowice 2019 Minor Challengers Autograph Capsule,19.8
2020-09-17,Berlin 2019 Legends Autograph Capsule,8.83
2020-09-17,Berlin 2019 Returning Challengers Autograph Capsule,8.22
2020-09-17,Sticker Capsule,4.45
2020-09-17,Community Sticker Capsule 1,22.4
2020-09-17,"Warhammer 40,000 Sticker Capsule",4.67
2020-09-17,Sticker Capsule 2,52.5
2020-09-17,Skill Groups Capsule,4.98
2020-09-17,Collectible Pins Capsule Series 1,53.26
2020-09-17,Collectible Pins Capsule Series 2,48.99
2020-09-17,Feral Predators Capsule,4.83
2020-09-17,Pinups Capsule,5
2020-09-17,Collectible Pins Capsule Series 3,51.41
2020-09-17,Berlin 2019 Minor Challengers Autograph Capsule,7.15
2020-09-17,Half-Life: Alyx Sticker Capsule,4.69
2020-09-17,Halo Capsule,5.13
2020-09-17,Berlin 2019 Minor Challengers (Holo-Foil),12.78
2020-09-17,Enfu Sticker Capsule,5
2020-09-17,Sugarface Capsule,4.94
2020-09-17,Berlin 2019 Legends (Holo-Foil),17.25
2020-09-17,Boston 2018 Returning Challengers Autograph Capsule,43.67
2020-09-17,Boston 2018 Attending Legends Autograph Capsule,32.66
2020-09-17,Krakow 2017 Challengers Autograph Capsule,63.09
2020-09-17,Team Roles Capsule,4.84
2020-09-17,Community Capsule 2018,4.74
2020-09-17,Slid3 Capsule,4.82
2020-09-17,Katowice 2019 Returning Challengers Autograph Capsule,27.24
2020-09-17,Katowice 2019 Legends Autograph Capsule,26.64
2020-09-17,Autograph Capsule | Group D (Foil) | Cologne 2015,75
2020-09-17,Autograph Capsule | Legends (Foil) | MLG Columbus 2016,79.6
2020-09-17,Autograph Capsule | Group C (Foil) | Cologne 2015,77.6
2020-09-17,Autograph Capsule | Group B (Foil) | Cologne 2015,63.4
2020-09-17,Bestiary Capsule,5.06
2020-09-17,London 2018 Legends Autograph Capsule,28.8
2020-09-17,Berlin 2019 Returning Challengers (Holo-Foil),14.79
2020-09-17,London 2018 Returning Challengers Autograph Capsule,20.28
2020-09-17,London 2018 Minor Challengers Autograph Capsule,17.1
2020-09-17,Half-Life: Alyx Collectible Pins Capsule,46.96
2020-09-17,Autograph Capsule | Challengers (Foil) | MLG Columbus 2016,156.44
2020-09-17,Autograph Capsule | Team SoloMid | Cologne 2015,13.8
2020-09-17,Autograph Capsule | Ninjas in Pyjamas | Cologne 2015,11
2020-09-17,Autograph Capsule | Astralis | Atlanta 2017,35.9
2020-09-17,Autograph Capsule | Gambit Gaming | Cologne 2016,39.99
2020-09-17,Autograph Capsule | Gambit Gaming | Atlanta 2017,23.05
2020-09-17,Autograph Capsule | FaZe Clan | Atlanta 2017,23.61
2020-09-17,Autograph Capsule | Virtus.Pro | Cologne 2015,25
2020-09-17,Autograph Capsule | Team SoloMid | Cluj-Napoca 2015,13.13
2020-09-17,Autograph Capsule | Cloud9 | Cluj-Napoca 2015,32.36
2020-09-17,Autograph Capsule | Team Dignitas | Cologne 2016,35.23
2020-09-17,Chicken Capsule,4.82
2020-09-17,Autograph Capsule | Natus Vincere | Cluj-Napoca 2015,20.58
2020-09-17,Autograph Capsule | Team EnVyUs | Cologne 2015,14.89
2020-09-17,Autograph Capsule | Fnatic | Atlanta 2017,35.88
2020-09-17,Autograph Capsule | Team eBettle | Cologne 2015,23.5
2020-09-17,Boston 2018 Minor Challengers with Flash Gaming Autograph Capsule,39.97
2020-09-17,Autograph Capsule | G2 Esports | Cologne 2016,66.66
2020-09-17,Autograph Capsule | Team Kinguin | Cologne 2015,17.9
2020-09-17,Autograph Capsule | Team EnVyUs | Cluj-Napoca 2015,15.56
2020-09-17,Autograph Capsule | Counter Logic Gaming | Cluj-Napoca 2015,14
2020-09-17,Autograph Capsule | Vexed Gaming | Cluj-Napoca 2015,22.9
2020-09-17,Autograph Capsule | Fnatic | Cluj-Napoca 2015,18
