2020-09-28,Slid3 Capsule,5.21
2020-09-28,Sticker Capsule,4.3
2020-09-28,Community Sticker Capsule 1,19
2020-09-28,Team Roles Capsule,4.77
2020-09-28,Skill Groups Capsule,4.69
2020-09-28,"Warhammer 40,000 Sticker Capsule",4.89
2020-09-28,Katowice 2019 Returning Challengers Autograph Capsule,27
2020-09-28,Pinups Capsule,4.88
2020-09-28,Sticker Capsule 2,51
2020-09-28,CS20 Sticker Capsule,4.59
2020-09-28,Berlin 2019 Legends Autograph Capsule,8.74
2020-09-28,Katowice 2019 Minor Challengers Autograph Capsule,17.01
2020-09-28,Berlin 2019 Returning Challengers Autograph Capsule,7.98
2020-09-28,Half-Life: Alyx Sticker Capsule,4.82
2020-09-28,Berlin 2019 Returning Challengers (Holo-Foil),15.9
2020-09-28,Community Capsule 2018,4.65
2020-09-28,Berlin 2019 Legends (Holo-Foil),16.7
2020-09-28,Sugarface Capsule,4.68
2020-09-28,Autograph Capsule | Counter Logic Gaming | Cologne 2015,18.88
2020-09-28,Perfect World Sticker Capsule 1,4.79
2020-09-28,Halo Capsule,4.8
2020-09-28,Feral Predators Capsule,4.73
2020-09-28,Krakow 2017 Challengers Autograph Capsule,57.38
2020-09-28,Krakow 2017 Legends Autograph Capsule,70.18
2020-09-28,Bestiary Capsule,4.99
2020-09-28,Half-Life: Alyx Collectible Pins Capsule,49.97
2020-09-28,London 2018 Returning Challengers Autograph Capsule,23.89
2020-09-28,Berlin 2019 Minor Challengers Autograph Capsule,6.7
2020-09-28,Katowice 2019 Legends Autograph Capsule,22.95
2020-09-28,Autograph Capsule | Vexed Gaming | Cluj-Napoca 2015,22.8
2020-09-28,Perfect World Sticker Capsule 2,4.8
2020-09-28,Enfu Sticker Capsule,4.99
2020-09-28,Boston 2018 Minor Challengers with Flash Gaming Autograph Capsule,44
2020-09-28,Collectible Pins Capsule Series 2,48.75
2020-09-28,Collectible Pins Capsule Series 3,48.45
