2020-07-30,Sticker Capsule,4.72
2020-07-30,Berlin 2019 Returning Challengers (Holo-Foil),21.58
2020-07-30,Community Sticker Capsule 1,37.76
2020-07-30,Perfect World Sticker Capsule 1,5.56
2020-07-30,CS20 Sticker Capsule,6.22
2020-07-30,Berlin 2019 Legends (Holo-Foil),24.64
2020-07-30,"Warhammer 40,000 Sticker Capsule",4.74
2020-07-30,Berlin 2019 Legends Autograph Capsule,11.84
2020-07-30,Half-Life: Alyx Sticker Capsule,5.45
2020-07-30,Berlin 2019 Returning Challengers Autograph Capsule,11.5
2020-07-30,Berlin 2019 Minor Challengers Autograph Capsule,9.84
2020-07-30,Skill Groups Capsule,5.44
2020-07-30,Perfect World Sticker Capsule 2,4.99
2020-07-30,Enfu Sticker Capsule,5.07
2020-07-30,Krakow 2017 Legends Autograph Capsule,105
2020-07-30,Sticker Capsule 2,98.89
2020-07-30,Community Capsule 2018,5.09
2020-07-30,Sugarface Capsule,5.46
2020-07-30,Bestiary Capsule,5.45
2020-07-30,Autograph Capsule | Astralis | MLG Columbus 2016,27.9
2020-07-30,Feral Predators Capsule,4.89
2020-07-30,Katowice 2019 Legends Autograph Capsule,33.89
2020-07-30,Krakow 2017 Challengers Autograph Capsule,93.4
2020-07-30,Boston 2018 Minor Challengers with Flash Gaming Autograph Capsule,52.7
2020-07-30,Slid3 Capsule,5.46
2020-07-30,Pinups Capsule,5.34
2020-07-30,Berlin 2019 Minor Challengers (Holo-Foil),16.42
2020-07-30,Boston 2018 Returning Challengers Autograph Capsule,55.8
2020-07-30,Autograph Capsule | Ninjas in Pyjamas | MLG Columbus 2016,17.88
2020-07-30,Katowice 2019 Minor Challengers Autograph Capsule,24.8
2020-07-30,London 2018 Returning Challengers Autograph Capsule,27.8
2020-07-30,Collectible Pins Capsule Series 3,50.8
2020-07-30,Team Roles Capsule,4.99
2020-07-30,Boston 2018 Attending Legends Autograph Capsule,48.69
2020-07-30,Halo Capsule,5.56
2020-07-30,Collectible Pins Capsule Series 2,56.79
2020-07-30,Half-Life: Alyx Collectible Pins Capsule,48.75
2020-07-30,Autograph Capsule | Cloud9 G2A | Cologne 2015,40
2020-07-30,Autograph Capsule | Natus Vincere | Cluj-Napoca 2015,25
2020-07-30,Autograph Capsule | Ninjas in Pyjamas | Cluj-Napoca 2015,14.78
2020-07-30,Autograph Capsule | Challengers (Foil) | Atlanta 2017,263
2020-07-30,Katowice 2019 Returning Challengers Autograph Capsule,34.99
2020-07-30,Chicken Capsule,5.78
2020-07-30,London 2018 Legends Autograph Capsule,40
2020-07-30,Autograph Capsule | mousesports | Atlanta 2017,29.7
2020-07-30,Autograph Capsule | Virtus.Pro | Atlanta 2017,19
2020-07-30,Autograph Capsule | SK Gaming | Atlanta 2017,24.9
2020-07-30,Autograph Capsule | North | Atlanta 2017,28.9
2020-07-30,Autograph Capsule | Gambit Gaming | Atlanta 2017,20
2020-07-30,Autograph Capsule | G2 Esports | Atlanta 2017,31.7
2020-07-30,Autograph Capsule | Fnatic | Atlanta 2017,49.84
2020-07-30,Autograph Capsule | HellRaisers | Atlanta 2017,25.45
2020-07-30,Autograph Capsule | GODSENT | Atlanta 2017,33.23
2020-07-30,Autograph Capsule | OpTic Gaming | Atlanta 2017,35.88
2020-07-30,Autograph Capsule | Astralis | Atlanta 2017,69.7
2020-07-30,Autograph Capsule | Team Liquid | Atlanta 2017,41
2020-07-30,Autograph Capsule | Legends (Foil) | MLG Columbus 2016,99.88
2020-07-30,Autograph Capsule | Legends (Foil) | Cologne 2016,198.5
2020-07-30,Autograph Capsule | Challengers (Foil) | Cluj-Napoca 2015,115
2020-07-30,London 2018 Minor Challengers Autograph Capsule,21.5
2020-07-30,Boston 2018 Minor Challengers Autograph Capsule,1195
2020-07-30,Autograph Capsule | Challengers (Foil) | MLG Columbus 2016,156.4
2020-07-30,Autograph Capsule | Fnatic | Cologne 2016,25.79
2020-07-30,Autograph Capsule | Flipsid3 Tactics | Cologne 2015,16.59
2020-07-30,Autograph Capsule | Team Liquid | Cologne 2016,88
2020-07-30,Autograph Capsule | Team eBettle | Cologne 2015,18.88
2020-07-30,Autograph Capsule | Fnatic | Cologne 2015,17
2020-07-30,Autograph Capsule | FaZe Clan | Cologne 2016,88
2020-07-30,Autograph Capsule | Fnatic | MLG Columbus 2016,20
2020-07-30,Autograph Capsule | Team EnVyUs | Cologne 2015,26.88
2020-07-30,Autograph Capsule | Counter Logic Gaming | MLG Columbus 2016,18.88
2020-07-30,Collectible Pins Capsule Series 1,57.66
2020-07-30,Autograph Capsule | Group B (Foil) | Cologne 2015,75.5
2020-07-30,Autograph Capsule | Team Liquid | MLG Columbus 2016,64.99
2020-07-30,Autograph Capsule | Luminosity Gaming | Cluj-Napoca 2015,41.1
2020-07-30,Autograph Capsule | Virtus.Pro | Cologne 2015,13.69
2020-07-30,Autograph Capsule | Team Liquid | Cluj-Napoca 2015,26.07
2020-07-30,Autograph Capsule | Gambit Gaming | MLG Columbus 2016,24.21
2020-07-30,Autograph Capsule | Group C (Foil) | Cologne 2015,91.7
2020-07-30,Autograph Capsule | Legends (Foil) | Cluj-Napoca 2015,104
